StartTimestampUTC,EndTimestampUTC,ForecastIntensity,ActualIntensity,Region,Index
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,323,,South Wales,high
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,226,,West Midlands,moderate
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,203,,East Midlands,moderate
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,67,,East England,very low
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,44,,South West England,very low
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,222,,South England,moderate
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,121,,London,low
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,162,,South East England,low
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,155,,England,low
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,106,,Scotland,low
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,309,,Wales,high
2018-05-14T13:30+00:00,2018-05-14T14:00+00:00,172,,GB,low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,232,,North Scotland,moderate
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,27,,South Scotland,very low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,104,,North West England,low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,24,,North East England,very low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,228,,Yorkshire,moderate
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,262,,North Wales and Merseyside,moderate
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,323,,South Wales,high
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,225,,West Midlands,moderate
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,202,,East Midlands,moderate
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,68,,East England,very low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,47,,South West England,very low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,223,,South England,moderate
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,123,,London,low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,159,,South East England,low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,156,,England,low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,111,,Scotland,low
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,310,,Wales,high
2018-05-14T14:00+00:00,2018-05-14T14:30+00:00,175,,GB,low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,232,,North Scotland,moderate
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,27,,South Scotland,very low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,102,,North West England,low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,25,,North East England,very low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,230,,Yorkshire,moderate
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,265,,North Wales and Merseyside,moderate
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,324,,South Wales,high
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,222,,West Midlands,moderate
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,205,,East Midlands,moderate
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,69,,East England,very low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,53,,South West England,very low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,223,,South England,moderate
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,128,,London,low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,157,,South East England,low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,158,,England,low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,110,,Scotland,low
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,311,,Wales,high
2018-05-14T14:30+00:00,2018-05-14T15:00+00:00,181,,GB,moderate
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,230,,North Scotland,moderate
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,27,,South Scotland,very low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,99,,North West England,low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,25,,North East England,very low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,234,,Yorkshire,moderate
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,269,,North Wales and Merseyside,moderate
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,327,,South Wales,high
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,221,,West Midlands,moderate
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,210,,East Midlands,moderate
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,69,,East England,very low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,62,,South West England,very low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,225,,South England,moderate
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,135,,London,low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,157,,South East England,low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,162,,England,low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,107,,Scotland,low
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,314,,Wales,high
2018-05-14T15:00+00:00,2018-05-14T15:30+00:00,190,,GB,moderate
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,229,,North Scotland,moderate
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,27,,South Scotland,very low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,98,,North West England,low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,27,,North East England,very low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,238,,Yorkshire,moderate
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,275,,North Wales and Merseyside,moderate
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,332,,South Wales,high
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,223,,West Midlands,moderate
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,217,,East Midlands,moderate
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,71,,East England,very low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,79,,South West England,very low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,230,,South England,moderate
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,143,,London,low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,159,,South East England,low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,167,,England,low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,105,,Scotland,low
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,318,,Wales,high
2018-05-14T15:30+00:00,2018-05-14T16:00+00:00,200,,GB,moderate
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,228,,North Scotland,moderate
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,27,,South Scotland,very low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,98,,North West England,low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,33,,North East England,very low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,243,,Yorkshire,moderate
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,283,,North Wales and Merseyside,high
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,338,,South Wales,high
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,230,,West Midlands,moderate
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,227,,East Midlands,moderate
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,73,,East England,very low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,101,,South West England,low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,238,,South England,moderate
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,150,,London,low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,161,,South East England,low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,175,,England,low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,104,,Scotland,low
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,323,,Wales,high
2018-05-14T16:00+00:00,2018-05-14T16:30+00:00,208,,GB,moderate
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,226,,North Scotland,moderate
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,29,,South Scotland,very low
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,99,,North West England,low
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,43,,North East England,very low
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,248,,Yorkshire,moderate
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,295,,North Wales and Merseyside,high
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,346,,South Wales,high
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,240,,West Midlands,moderate
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,245,,East Midlands,moderate
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,77,,East England,very low
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,125,,South West England,low
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,249,,South England,moderate
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,156,,London,low
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,163,,South East England,low
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,186,,England,moderate
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,102,,Scotland,low
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,327,,Wales,high
2018-05-14T16:30+00:00,2018-05-14T17:00+00:00,215,,GB,moderate
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,224,,North Scotland,moderate
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,32,,South Scotland,very low
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,101,,North West England,low
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,53,,North East England,very low
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,253,,Yorkshire,moderate
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,308,,North Wales and Merseyside,high
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,353,,South Wales,high
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,253,,West Midlands,moderate
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,269,,East Midlands,moderate
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,80,,East England,low
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,146,,South West England,low
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,263,,South England,moderate
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,162,,London,low
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,166,,South East England,low
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,198,,England,moderate
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,101,,Scotland,low
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,332,,Wales,high
2018-05-14T17:00+00:00,2018-05-14T17:30+00:00,221,,GB,moderate
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,221,,North Scotland,moderate
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,36,,South Scotland,very low
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,103,,North West England,low
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,62,,North East England,very low
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,257,,Yorkshire,moderate
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,320,,North Wales and Merseyside,high
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,361,,South Wales,high
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,269,,West Midlands,moderate
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,301,,East Midlands,high
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,84,,East England,low
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,166,,South West England,low
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,277,,South England,moderate
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,167,,London,low
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,169,,South East England,low
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,210,,England,moderate
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,101,,Scotland,low
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,336,,Wales,high
2018-05-14T17:30+00:00,2018-05-14T18:00+00:00,227,,GB,moderate
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,219,,North Scotland,moderate
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,40,,South Scotland,very low
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,107,,North West England,low
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,67,,North East England,very low
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,261,,Yorkshire,moderate
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,330,,North Wales and Merseyside,high
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,368,,South Wales,high
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,284,,West Midlands,high
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,331,,East Midlands,high
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,88,,East England,low
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,185,,South West England,moderate
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,289,,South England,high
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,171,,London,low
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,171,,South East England,low
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,220,,England,moderate
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,101,,Scotland,low
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,340,,Wales,high
2018-05-14T18:00+00:00,2018-05-14T18:30+00:00,236,,GB,moderate
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,216,,North Scotland,moderate
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,40,,South Scotland,very low
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,110,,North West England,low
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,69,,North East England,very low
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,266,,Yorkshire,moderate
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,336,,North Wales and Merseyside,high
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,374,,South Wales,high
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,298,,West Midlands,high
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,355,,East Midlands,high
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,93,,East England,low
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,205,,South West England,moderate
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,300,,South England,high
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,173,,London,low
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,173,,South East England,low
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,228,,England,moderate
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,101,,Scotland,low
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,344,,Wales,high
2018-05-14T18:30+00:00,2018-05-14T19:00+00:00,242,,GB,moderate
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,211,,North Scotland,moderate
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,38,,South Scotland,very low
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,114,,North West England,low
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,69,,North East England,very low
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,270,,Yorkshire,moderate
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,342,,North Wales and Merseyside,high
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,380,,South Wales,very high
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,305,,West Midlands,high
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,368,,East Midlands,high
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,99,,East England,low
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,223,,South West England,moderate
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,309,,South England,high
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,176,,London,low
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,175,,South East England,low
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,233,,England,moderate
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,101,,Scotland,low
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,347,,Wales,high
2018-05-14T19:00+00:00,2018-05-14T19:30+00:00,247,,GB,moderate
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,203,,North Scotland,moderate
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,37,,South Scotland,very low
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,118,,North West England,low
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,66,,North East England,very low
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,274,,Yorkshire,moderate
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,347,,North Wales and Merseyside,high
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,384,,South Wales,very high
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,307,,West Midlands,high
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,373,,East Midlands,high
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,103,,East England,low
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,237,,South West England,moderate
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,317,,South England,high
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,181,,London,moderate
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,176,,South East England,low
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,235,,England,moderate
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,100,,Scotland,low
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,348,,Wales,high
2018-05-14T19:30+00:00,2018-05-14T20:00+00:00,247,,GB,moderate
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,193,,North Scotland,moderate
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,38,,South Scotland,very low
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,120,,North West England,low
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,60,,North East England,very low
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,276,,Yorkshire,moderate
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,357,,North Wales and Merseyside,high
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,387,,South Wales,very high
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,302,,West Midlands,high
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,372,,East Midlands,high
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,106,,East England,low
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,247,,South West England,moderate
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,324,,South England,high
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,188,,London,moderate
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,177,,South East England,low
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,236,,England,moderate
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,98,,Scotland,low
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,348,,Wales,high
2018-05-14T20:00+00:00,2018-05-14T20:30+00:00,247,,GB,moderate
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,183,,North Scotland,moderate
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,41,,South Scotland,very low
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,122,,North West England,low
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,53,,North East England,very low
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,276,,Yorkshire,moderate
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,369,,North Wales and Merseyside,high
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,388,,South Wales,very high
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,295,,West Midlands,high
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,369,,East Midlands,high
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,108,,East England,low
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,253,,South West England,moderate
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,329,,South England,high
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,195,,London,moderate
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,178,,South East England,low
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,236,,England,moderate
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,96,,Scotland,low
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,347,,Wales,high
2018-05-14T20:30+00:00,2018-05-14T21:00+00:00,246,,GB,moderate
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,176,,North Scotland,low
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,43,,South Scotland,very low
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,122,,North West England,low
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,48,,North East England,very low
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,275,,Yorkshire,moderate
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,380,,North Wales and Merseyside,very high
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,389,,South Wales,very high
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,289,,West Midlands,high
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,365,,East Midlands,high
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,109,,East England,low
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,255,,South West England,moderate
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,334,,South England,high
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,200,,London,moderate
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,179,,South East England,low
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,235,,England,moderate
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,95,,Scotland,low
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,347,,Wales,high
2018-05-14T21:00+00:00,2018-05-14T21:30+00:00,246,,GB,moderate
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,175,,North Scotland,low
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,44,,South Scotland,very low
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,121,,North West England,low
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,43,,North East England,very low
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,273,,Yorkshire,moderate
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,385,,North Wales and Merseyside,very high
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,390,,South Wales,very high
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,285,,West Midlands,high
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,360,,East Midlands,high
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,111,,East England,low
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,254,,South West England,moderate
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,338,,South England,high
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,204,,London,moderate
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,180,,South East England,moderate
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,234,,England,moderate
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,96,,Scotland,low
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,346,,Wales,high
2018-05-14T21:30+00:00,2018-05-14T22:00+00:00,245,,GB,moderate
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,177,,North Scotland,low
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,44,,South Scotland,very low
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,117,,North West England,low
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,39,,North East England,very low
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,271,,Yorkshire,moderate
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,383,,North Wales and Merseyside,very high
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,390,,South Wales,very high
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,280,,West Midlands,high
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,351,,East Midlands,high
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,111,,East England,low
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,253,,South West England,moderate
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,341,,South England,high
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,205,,London,moderate
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,179,,South East England,low
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,231,,England,moderate
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,99,,Scotland,low
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,347,,Wales,high
2018-05-14T22:00+00:00,2018-05-14T22:30+00:00,242,,GB,moderate
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,182,,North Scotland,moderate
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,44,,South Scotland,very low
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,110,,North West England,low
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,32,,North East England,very low
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,266,,Yorkshire,moderate
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,381,,North Wales and Merseyside,very high
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,390,,South Wales,very high
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,272,,West Midlands,moderate
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,337,,East Midlands,high
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,108,,East England,low
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,253,,South West England,moderate
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,342,,South England,high
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,201,,London,moderate
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,177,,South East England,low
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,225,,England,moderate
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,104,,Scotland,low
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,350,,Wales,high
2018-05-14T22:30+00:00,2018-05-14T23:00+00:00,235,,GB,moderate
2018-05-14T23:00+00:00,2018-05-14T23:30+00:00,191,,North Scotland,moderate
2018-05-14T23:00+00:00,2018-05-14T23:30+00:00,46,,South Scotland,very low
2018-05-14T23:00+00:00,2018-05-14T23:30+00:00,102,,North West England,low
2018-05-14T23:00+00:00,2018-05-14T23:30+00:00,22,,North East England,very low
2018-05-14T23:00+00:00,2018-05-14T23:30+00:00,258,,Yorkshire,moderate
2018-05-14T23:00+00:00,2018-05-14T23:30+00:00,383,,North Wales and Merseyside,very high
2018-05-14T23:00+00:00,2018-05-14T23:30+00:00,390,,South Wales,very high
